ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_AEV,r1_AN,r1_APP,r1_APRA,r1_AvP,r1_CPP,r1_CoopP,r1_FE,r1_FE21,r1_FP,r1_FREPAP,r1_FyL,r1_JxP,r1_LP,r1_Morado,r1_Obras,r1_PBG,r1_PDF,r1_PDU,r1_PDV,r1_PID,r1_PL,r1_PLG,r1_PM4,r1_PP1,r1_PPA,r1_PPP,r1_PRG,r1_PRIN,r1_PTE,r1_Podemos,r1_PxT,r1_RP,r1_SAP,r1_SICREO,r1_SP20,r1_UCD,r1_UN,r1_total_valid,r1_blank,r1_null,r1_pct_AEV,r1_pct_AN,r1_pct_APP,r1_pct_APRA,r1_pct_AvP,r1_pct_CPP,r1_pct_CoopP,r1_pct_FE,r1_pct_FE21,r1_pct_FP,r1_pct_FREPAP,r1_pct_FyL,r1_pct_JxP,r1_pct_LP,r1_pct_Morado,r1_pct_Obras,r1_pct_PBG,r1_pct_PDF,r1_pct_PDU,r1_pct_PDV,r1_pct_PID,r1_pct_PL,r1_pct_PLG,r1_pct_PM4,r1_pct_PP1,r1_pct_PPA,r1_pct_PPP,r1_pct_PRG,r1_pct_PRIN,r1_pct_PTE,r1_pct_Podemos,r1_pct_PxT,r1_pct_RP,r1_pct_SAP,r1_pct_SICREO,r1_pct_SP20,r1_pct_UCD,r1_pct_UN,r1_winner
080108,CUSCO,CUSCO,WANCHAQ,4.0,33.0,17.0,1.0,0.0,0.0,3.0,1.0,9.0,25.0,0.0,0.0,128.0,0.0,0.0,53.0,6.0,0.0,4.0,5.0,1.0,15.0,7.0,0.0,0.0,1.0,6.0,3.0,1.0,2.0,24.0,8.0,2.0,1.0,10.0,1.0,0.0,1.0,372,59,20,1.0753,8.871,4.5699,0.2688,0.0,0.0,0.8065,0.2688,2.4194,6.7204,0.0,0.0,34.4086,0.0,0.0,14.2473,1.6129,0.0,1.0753,1.3441,0.2688,4.0323,1.8817,0.0,0.0,0.2688,1.6129,0.8065,0.2688,0.5376,6.4516,2.1505,0.5376,0.2688,2.6882,0.2688,0.0,0.2688,JxP
080109,Cusco,Cusco,,5.0,104.0,2.0,4.0,0.0,0.0,10.0,1.0,27.0,130.0,0.0,2.0,129.0,1.0,2.0,63.0,25.0,0.0,12.0,0.0,1.0,38.0,16.0,0.0,4.0,0.0,3.0,1.0,0.0,2.0,4.0,33.0,30.0,0.0,12.0,1.0,0.0,1.0,663,63,35,0.7541,15.6863,0.3017,0.6033,0.0,0.0,1.5083,0.1508,4.0724,19.6078,0.0,0.3017,19.457,0.1508,0.3017,9.5023,3.7707,0.0,1.81,0.0,0.1508,5.7315,2.4133,0.0,0.6033,0.0,0.4525,0.1508,0.0,0.3017,0.6033,4.9774,4.5249,0.0,1.81,0.1508,0.0,0.1508,FP
080110,Cusco,Cusco,,1.0,13.0,10.0,1.0,0.0,0.0,5.0,0.0,5.0,15.0,0.0,1.0,167.0,0.0,0.0,54.0,10.0,0.0,14.0,6.0,1.0,13.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,70.0,3.0,5.0,0.0,3.0,2.0,0.0,0.0,406,44,30,0.2463,3.202,2.4631,0.2463,0.0,0.0,1.2315,0.0,1.2315,3.6946,0.0,0.2463,41.133,0.0,0.0,13.3005,2.4631,0.0,3.4483,1.4778,0.2463,3.202,0.4926,0.0,0.7389,0.2463,0.0,0.0,0.0,0.2463,17.2414,0.7389,1.2315,0.0,0.7389,0.4926,0.0,0.0,JxP
080111,Cusco,Cusco,,1.0,21.0,3.0,1.0,2.0,0.0,6.0,0.0,5.0,31.0,0.0,1.0,140.0,0.0,0.0,72.0,13.0,0.0,14.0,3.0,0.0,18.0,4.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,18.0,4.0,2.0,0.0,5.0,1.0,1.0,0.0,375,81,29,0.2667,5.6,0.8,0.2667,0.5333,0.0,1.6,0.0,1.3333,8.2667,0.0,0.2667,37.3333,0.0,0.0,19.2,3.4667,0.0,3.7333,0.8,0.0,4.8,1.0667,0.2667,0.8,0.0,0.8,0.5333,0.0,0.0,4.8,1.0667,0.5333,0.0,1.3333,0.2667,0.2667,0.0,JxP
080112,Cusco,Cusco,,3.0,28.0,6.0,3.0,0.0,0.0,14.0,0.0,6.0,47.0,0.0,1.0,173.0,0.0,1.0,66.0,8.0,0.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,34.0,10.0,22.0,0.0,12.0,1.0,0.0,0.0,449,74,25,0.6682,6.2361,1.3363,0.6682,0.0,0.0,3.118,0.0,1.3363,10.4677,0.0,0.2227,38.5301,0.0,0.2227,14.6993,1.7817,0.0,0.6682,0.0,0.0,0.6682,0.2227,0.0,0.4454,0.2227,0.8909,0.0,0.0,0.0,7.5724,2.2272,4.8998,0.0,2.6726,0.2227,0.0,0.0,JxP
080113,Cusco,Cusco,,3.0,66.0,1.0,0.0,0.0,0.0,4.0,0.0,24.0,59.0,0.0,2.0,135.0,0.0,4.0,48.0,24.0,1.0,6.0,5.0,4.0,5.0,6.0,0.0,5.0,1.0,6.0,3.0,1.0,2.0,19.0,16.0,8.0,1.0,3.0,1.0,0.0,4.0,467,95,49,0.6424,14.1328,0.2141,0.0,0.0,0.0,0.8565,0.0,5.1392,12.6338,0.0,0.4283,28.9079,0.0,0.8565,10.2784,5.1392,0.2141,1.2848,1.0707,0.8565,1.0707,1.2848,0.0,1.0707,0.2141,1.2848,0.6424,0.2141,0.4283,4.0685,3.4261,1.7131,0.2141,0.6424,0.2141,0.0,0.8565,JxP
080114,Cusco,Cusco,,7.0,43.0,3.0,0.0,1.0,0.0,16.0,1.0,15.0,31.0,0.0,3.0,575.0,2.0,3.0,147.0,13.0,1.0,24.0,2.0,0.0,24.0,5.0,0.0,7.0,2.0,10.0,1.0,0.0,0.0,29.0,3.0,11.0,5.0,13.0,1.0,5.0,0.0,1003,165,60,0.6979,4.2871,0.2991,0.0,0.0997,0.0,1.5952,0.0997,1.4955,3.0907,0.0,0.2991,57.328,0.1994,0.2991,14.656,1.2961,0.0997,2.3928,0.1994,0.0,2.3928,0.4985,0.0,0.6979,0.1994,0.997,0.0997,0.0,0.0,2.8913,0.2991,1.0967,0.4985,1.2961,0.0997,0.4985,0.0,JxP
080115,Cusco,Cusco,,35.0,112.0,5.0,2.0,1.0,0.0,31.0,3.0,27.0,73.0,0.0,2.0,652.0,0.0,2.0,235.0,35.0,1.0,57.0,9.0,1.0,17.0,7.0,0.0,2.0,3.0,15.0,5.0,0.0,2.0,35.0,9.0,22.0,1.0,23.0,0.0,1.0,3.0,1428,242,70,2.451,7.8431,0.3501,0.1401,0.07,0.0,2.1709,0.2101,1.8908,5.112,0.0,0.1401,45.6583,0.0,0.1401,16.4566,2.451,0.07,3.9916,0.6303,0.07,1.1905,0.4902,0.0,0.1401,0.2101,1.0504,0.3501,0.0,0.1401,2.451,0.6303,1.5406,0.07,1.6106,0.0,0.07,0.2101,JxP
080116,Cusco,Cusco,,2.0,141.0,6.0,2.0,0.0,0.0,9.0,3.0,14.0,62.0,0.0,2.0,124.0,0.0,3.0,44.0,21.0,2.0,4.0,4.0,0.0,8.0,15.0,0.0,4.0,1.0,4.0,2.0,2.0,0.0,30.0,26.0,12.0,1.0,20.0,2.0,3.0,1.0,574,86,26,0.3484,24.5645,1.0453,0.3484,0.0,0.0,1.5679,0.5226,2.439,10.8014,0.0,0.3484,21.6028,0.0,0.5226,7.6655,3.6585,0.3484,0.6969,0.6969,0.0,1.3937,2.6132,0.0,0.6969,0.1742,0.6969,0.3484,0.3484,0.0,5.2265,4.5296,2.0906,0.1742,3.4843,0.3484,0.5226,0.1742,AN
080117,Cusco,Cusco,,11.0,76.0,17.0,0.0,0.0,0.0,14.0,1.0,25.0,77.0,0.0,4.0,337.0,1.0,3.0,127.0,11.0,3.0,10.0,9.0,3.0,19.0,2.0,2.0,9.0,3.0,3.0,6.0,1.0,0.0,26.0,19.0,14.0,2.0,6.0,5.0,5.0,2.0,853,208,140,1.2896,8.9097,1.993,0.0,0.0,0.0,1.6413,0.1172,2.9308,9.027,0.0,0.4689,39.5076,0.1172,0.3517,14.8886,1.2896,0.3517,1.1723,1.0551,0.3517,2.2274,0.2345,0.2345,1.0551,0.3517,0.3517,0.7034,0.1172,0.0,3.0481,2.2274,1.6413,0.2345,0.7034,0.5862,0.5862,0.2345,JxP
