ubigeo,DEPARTAMENTO,PROVINCIA,DISTRITO,r1_PNP,r1_FA,r1_PM,r1_PPS,r1_VN,r1_AP,r1_AvP,r1_PP,r1_JP,r1_PPC,r1_FP,r1_UPP,r1_RP,r1_RUNA,r1_SP,r1_PL,r1_DD,r1_APP,VOTOS_VB,VOTOS_VN,VOTOS_VI,r1_total_valid,r1_blank,r1_null,r1_pct_PNP,r1_pct_FA,r1_pct_PM,r1_pct_PPS,r1_pct_VN,r1_pct_AP,r1_pct_AvP,r1_pct_PP,r1_pct_JP,r1_pct_PPC,r1_pct_FP,r1_pct_UPP,r1_pct_RP,r1_pct_RUNA,r1_pct_SP,r1_pct_PL,r1_pct_DD,r1_pct_APP,r2_castillo,r2_fujimori,r2_blank,r2_null,r2_total_valid,r2_pct_castillo,r2_pct_fujimori,r2_margin,r2_winner
110503,JUNIN,TARMA,HUARICOLCA,27.0,13.0,6.0,3.0,24.0,163.0,34.0,23.0,61.0,2.0,222.0,7.0,70.0,6.0,7.0,173.0,2.0,61.0,241.0,81.0,0.0,904.0,241.0,81.0,2.99,1.44,0.66,0.33,2.65,18.03,3.76,2.54,6.75,0.22,24.56,0.77,7.74,0.66,0.77,19.14,0.22,6.75,642.0,549.0,7.0,102.0,1191.0,53.9,46.1,7.8,Castillo
110504,JUNIN,TARMA,HUASAHUASI,239.0,32.0,90.0,13.0,164.0,325.0,172.0,81.0,280.0,16.0,1061.0,74.0,277.0,22.0,43.0,766.0,12.0,131.0,1210.0,378.0,0.0,3798.0,1210.0,378.0,6.29,0.84,2.37,0.34,4.32,8.56,4.53,2.13,7.37,0.42,27.94,1.95,7.29,0.58,1.13,20.17,0.32,3.45,2844.0,2528.0,65.0,387.0,5372.0,52.94,47.06,5.88,Castillo
110505,JUNIN,TARMA,LA UNION,50.0,6.0,23.0,7.0,61.0,199.0,76.0,71.0,117.0,5.0,302.0,12.0,113.0,17.0,20.0,464.0,13.0,58.0,275.0,95.0,0.0,1614.0,275.0,95.0,3.1,0.37,1.43,0.43,3.78,12.33,4.71,4.4,7.25,0.31,18.71,0.74,7.0,1.05,1.24,28.75,0.81,3.59,1177.0,757.0,12.0,73.0,1934.0,60.86,39.14,21.72,Castillo
110506,JUNIN,TARMA,PALCA,95.0,13.0,39.0,6.0,106.0,178.0,122.0,73.0,156.0,5.0,861.0,48.0,105.0,10.0,20.0,477.0,7.0,127.0,856.0,292.0,0.0,2448.0,856.0,292.0,3.88,0.53,1.59,0.25,4.33,7.27,4.98,2.98,6.37,0.2,35.17,1.96,4.29,0.41,0.82,19.49,0.29,5.19,1664.0,1782.0,44.0,284.0,3446.0,48.29,51.71,-3.42,Fujimori
110507,JUNIN,TARMA,PALCAMAYO,89.0,8.0,16.0,5.0,47.0,122.0,69.0,31.0,74.0,2.0,457.0,23.0,93.0,24.0,11.0,320.0,11.0,90.0,493.0,200.0,0.0,1492.0,493.0,200.0,5.97,0.54,1.07,0.34,3.15,8.18,4.62,2.08,4.96,0.13,30.63,1.54,6.23,1.61,0.74,21.45,0.74,6.03,1068.0,1093.0,26.0,119.0,2161.0,49.42,50.58,-1.16,Fujimori
110508,JUNIN,TARMA,SAN PEDRO DE CAJAS,94.0,3.0,17.0,10.0,49.0,176.0,89.0,26.0,93.0,7.0,436.0,23.0,115.0,39.0,20.0,233.0,3.0,54.0,315.0,145.0,0.0,1487.0,315.0,145.0,6.32,0.2,1.14,0.67,3.3,11.84,5.99,1.75,6.25,0.47,29.32,1.55,7.73,2.62,1.34,15.67,0.2,3.63,798.0,1091.0,25.0,115.0,1889.0,42.24,57.76,-15.52,Fujimori
110509,JUNIN,TARMA,TAPO,162.0,5.0,30.0,2.0,49.0,95.0,47.0,34.0,143.0,2.0,410.0,22.0,58.0,8.0,17.0,345.0,5.0,102.0,587.0,137.0,0.0,1536.0,587.0,137.0,10.55,0.33,1.95,0.13,3.19,6.18,3.06,2.21,9.31,0.13,26.69,1.43,3.78,0.52,1.11,22.46,0.33,6.64,1308.0,805.0,40.0,114.0,2113.0,61.9,38.1,23.8,Castillo
110601,JUNIN,YAULI,LA OROYA,95.0,48.0,130.0,42.0,433.0,1156.0,605.0,562.0,634.0,104.0,626.0,96.0,653.0,132.0,134.0,1354.0,61.0,340.0,811.0,533.0,0.0,7205.0,811.0,533.0,1.32,0.67,1.8,0.58,6.01,16.04,8.4,7.8,8.8,1.44,8.69,1.33,9.06,1.83,1.86,18.79,0.85,4.72,5643.0,2741.0,34.0,449.0,8384.0,67.31,32.69,34.62,Castillo
110602,JUNIN,YAULI,CHACAPALPA,12.0,3.0,6.0,2.0,17.0,73.0,12.0,11.0,26.0,1.0,61.0,8.0,10.0,9.0,4.0,96.0,0.0,10.0,70.0,38.0,0.0,361.0,70.0,38.0,3.32,0.83,1.66,0.55,4.71,20.22,3.32,3.05,7.2,0.28,16.9,2.22,2.77,2.49,1.11,26.59,0.0,2.77,348.0,134.0,6.0,14.0,482.0,72.2,27.8,44.4,Castillo
110603,JUNIN,YAULI,HUAY-HUAY,20.0,5.0,1.0,2.0,8.0,90.0,25.0,17.0,24.0,4.0,27.0,7.0,31.0,6.0,9.0,243.0,0.0,13.0,89.0,68.0,0.0,532.0,89.0,68.0,3.76,0.94,0.19,0.38,1.5,16.92,4.7,3.2,4.51,0.75,5.08,1.32,5.83,1.13,1.69,45.68,0.0,2.44,537.0,126.0,12.0,29.0,663.0,81.0,19.0,62.0,Castillo
110604,JUNIN,YAULI,MARCAPOMACOCHA,2.0,1.0,2.0,0.0,8.0,42.0,17.0,10.0,33.0,1.0,90.0,2.0,17.0,1.0,5.0,76.0,2.0,7.0,84.0,24.0,0.0,316.0,84.0,24.0,0.63,0.32,0.63,0.0,2.53,13.29,5.38,3.16,10.44,0.32,28.48,0.63,5.38,0.32,1.58,24.05,0.63,2.22,228.0,196.0,2.0,39.0,424.0,53.77,46.23,7.54,Castillo
110605,JUNIN,YAULI,MOROCOCHA,13.0,11.0,21.0,7.0,79.0,177.0,102.0,106.0,133.0,7.0,141.0,33.0,107.0,50.0,19.0,541.0,9.0,36.0,215.0,114.0,0.0,1592.0,215.0,114.0,0.82,0.69,1.32,0.44,4.96,11.12,6.41,6.66,8.35,0.44,8.86,2.07,6.72,3.14,1.19,33.98,0.57,2.26,1382.0,490.0,9.0,106.0,1872.0,73.82,26.18,47.64,Castillo
110606,JUNIN,YAULI,PACCHA,18.0,6.0,10.0,5.0,38.0,135.0,71.0,24.0,48.0,10.0,83.0,4.0,105.0,11.0,13.0,157.0,6.0,32.0,92.0,48.0,0.0,776.0,92.0,48.0,2.32,0.77,1.29,0.64,4.9,17.4,9.15,3.09,6.19,1.29,10.7,0.52,13.53,1.42,1.68,20.23,0.77,4.12,492.0,314.0,7.0,134.0,806.0,61.04,38.96,22.08,Castillo
110607,JUNIN,YAULI,SANTA BARBARA DE CARHUACAYAN,10.0,2.0,4.0,5.0,15.0,47.0,24.0,9.0,41.0,1.0,76.0,1.0,14.0,8.0,1.0,80.0,2.0,5.0,95.0,12.0,0.0,345.0,95.0,12.0,2.9,0.58,1.16,1.45,4.35,13.62,6.96,2.61,11.88,0.29,22.03,0.29,4.06,2.32,0.29,23.19,0.58,1.45,247.0,184.0,5.0,14.0,431.0,57.31,42.69,14.62,Castillo
110608,JUNIN,YAULI,SUITUCANCHA,25.0,2.0,6.0,0.0,11.0,103.0,5.0,27.0,26.0,3.0,32.0,6.0,34.0,7.0,9.0,131.0,4.0,7.0,72.0,25.0,0.0,438.0,72.0,25.0,5.71,0.46,1.37,0.0,2.51,23.52,1.14,6.16,5.94,0.68,7.31,1.37,7.76,1.6,2.05,29.91,0.91,1.6,337.0,138.0,8.0,23.0,475.0,70.95,29.05,41.9,Castillo
110609,JUNIN,YAULI,YAULI,19.0,9.0,21.0,1.0,68.0,225.0,82.0,61.0,94.0,10.0,129.0,17.0,127.0,16.0,13.0,353.0,9.0,62.0,216.0,69.0,0.0,1316.0,216.0,69.0,1.44,0.68,1.6,0.08,5.17,17.1,6.23,4.64,7.14,0.76,9.8,1.29,9.65,1.22,0.99,26.82,0.68,4.71,1108.0,435.0,11.0,126.0,1543.0,71.81,28.19,43.62,Castillo
110610,JUNIN,YAULI,SANTA ROSA DE SACCO,42.0,19.0,71.0,23.0,217.0,584.0,358.0,214.0,324.0,59.0,329.0,46.0,435.0,79.0,87.0,628.0,24.0,190.0,409.0,219.0,0.0,3729.0,409.0,219.0,1.13,0.51,1.9,0.62,5.82,15.66,9.6,5.74,8.69,1.58,8.82,1.23,11.67,2.12,2.33,16.84,0.64,5.1,2672.0,1512.0,17.0,229.0,4184.0,63.86,36.14,27.72,Castillo
110701,JUNIN,SATIPO,SATIPO,491.0,114.0,154.0,60.0,646.0,1865.0,1092.0,650.0,1413.0,94.0,3035.0,415.0,1804.0,196.0,241.0,2792.0,91.0,760.0,3555.0,1444.0,0.0,15913.0,3555.0,1444.0,3.09,0.72,0.97,0.38,4.06,11.72,6.86,4.08,8.88,0.59,19.07,2.61,11.34,1.23,1.51,17.55,0.57,4.78,10096.0,9645.0,201.0,1832.0,19741.0,51.14,48.86,2.28,Castillo
110702,JUNIN,SATIPO,COVIRIALI,85.0,9.0,19.0,8.0,64.0,330.0,43.0,58.0,228.0,5.0,250.0,47.0,127.0,35.0,19.0,465.0,12.0,104.0,540.0,115.0,0.0,1908.0,540.0,115.0,4.45,0.47,1.0,0.42,3.35,17.3,2.25,3.04,11.95,0.26,13.1,2.46,6.66,1.83,1.0,24.37,0.63,5.45,1546.0,903.0,31.0,155.0,2449.0,63.13,36.87,26.26,Castillo
110703,JUNIN,SATIPO,LLAYLLA,136.0,20.0,29.0,5.0,28.0,311.0,43.0,43.0,165.0,1.0,192.0,53.0,116.0,10.0,14.0,441.0,4.0,48.0,541.0,82.0,0.0,1659.0,541.0,82.0,8.2,1.21,1.75,0.3,1.69,18.75,2.59,2.59,9.95,0.06,11.57,3.19,6.99,0.6,0.84,26.58,0.24,2.89,1467.0,737.0,28.0,97.0,2204.0,66.56,33.44,33.12,Castillo
110704,JUNIN,SATIPO,MAZAMARI,419.0,47.0,64.0,22.0,203.0,905.0,302.0,273.0,572.0,31.0,1956.0,289.0,878.0,97.0,73.0,2464.0,25.0,286.0,2367.0,600.0,0.0,8906.0,2367.0,600.0,4.7,0.53,0.72,0.25,2.28,10.16,3.39,3.07,6.42,0.35,21.96,3.25,9.86,1.09,0.82,27.67,0.28,3.21,6134.0,5389.0,115.0,741.0,11523.0,53.23,46.77,6.46,Castillo
110705,JUNIN,SATIPO,PAMPA HERMOSA,98.0,9.0,5.0,4.0,36.0,200.0,35.0,33.0,146.0,2.0,250.0,54.0,75.0,14.0,21.0,459.0,2.0,35.0,532.0,129.0,0.0,1478.0,532.0,129.0,6.63,0.61,0.34,0.27,2.44,13.53,2.37,2.23,9.88,0.14,16.91,3.65,5.07,0.95,1.42,31.06,0.14,2.37,1434.0,674.0,17.0,133.0,2108.0,68.03,31.97,36.06,Castillo
110706,JUNIN,SATIPO,PANGOA,789.0,158.0,169.0,64.0,492.0,2266.0,688.0,587.0,1406.0,63.0,3570.0,741.0,1330.0,264.0,191.0,4267.0,37.0,554.0,6272.0,1333.0,0.0,17636.0,6272.0,1333.0,4.47,0.9,0.96,0.36,2.79,12.85,3.9,3.33,7.97,0.36,20.24,4.2,7.54,1.5,1.08,24.19,0.21,3.14,13856.0,9983.0,325.0,1554.0,23839.0,58.12,41.88,16.24,Castillo
110707,JUNIN,SATIPO,RIO NEGRO,239.0,53.0,60.0,29.0,257.0,941.0,302.0,207.0,683.0,26.0,1468.0,245.0,436.0,83.0,86.0,2230.0,25.0,271.0,2463.0,571.0,0.0,7641.0,2463.0,571.0,3.13,0.69,0.79,0.38,3.36,12.32,3.95,2.71,8.94,0.34,19.21,3.21,5.71,1.09,1.13,29.18,0.33,3.55,6440.0,4057.0,111.0,703.0,10497.0,61.35,38.65,22.7,Castillo
110708,JUNIN,SATIPO,RIO TAMBO,180.0,52.0,36.0,21.0,62.0,659.0,77.0,69.0,211.0,18.0,2647.0,124.0,122.0,61.0,51.0,1848.0,45.0,51.0,2763.0,617.0,0.0,6334.0,2763.0,617.0,2.84,0.82,0.57,0.33,0.98,10.4,1.22,1.09,3.33,0.28,41.79,1.96,1.93,0.96,0.81,29.18,0.71,0.81,3824.0,5393.0,185.0,989.0,9217.0,41.49,58.51,-17.02,Fujimori
110709,JUNIN,SATIPO,VIZCATAN DEL ENE,70.0,32.0,7.0,2.0,7.0,31.0,4.0,7.0,74.0,2.0,62.0,15.0,12.0,6.0,2.0,662.0,1.0,8.0,310.0,58.0,0.0,1004.0,310.0,58.0,6.97,3.19,0.7,0.2,0.7,3.09,0.4,0.7,7.37,0.2,6.18,1.49,1.2,0.6,0.2,65.94,0.1,0.8,1352.0,64.0,7.0,21.0,1416.0,95.48,4.52,90.96,Castillo
110801,JUNIN,CHANCHAMAYO,CHANCHAMAYO,298.0,59.0,248.0,58.0,789.0,1495.0,1291.0,721.0,1010.0,132.0,2427.0,169.0,1958.0,92.0,148.0,2031.0,64.0,594.0,2544.0,1039.0,0.0,13584.0,2544.0,1039.0,2.19,0.43,1.83,0.43,5.81,11.01,9.5,5.31,7.44,0.97,17.87,1.24,14.41,0.68,1.09,14.95,0.47,4.37,7789.0,9084.0,119.0,1140.0,16873.0,46.16,53.84,-7.68,Fujimori
110802,JUNIN,CHANCHAMAYO,SAN RAMON,222.0,68.0,151.0,46.0,607.0,1039.0,825.0,743.0,866.0,81.0,1949.0,212.0,1343.0,91.0,151.0,1913.0,48.0,536.0,2077.0,1009.0,0.0,10891.0,2077.0,1009.0,2.04,0.62,1.39,0.42,5.57,9.54,7.58,6.82,7.95,0.74,17.9,1.95,12.33,0.84,1.39,17.56,0.44,4.92,7180.0,6705.0,90.0,778.0,13885.0,51.71,48.29,3.42,Castillo
110803,JUNIN,CHANCHAMAYO,VITOC,36.0,9.0,14.0,6.0,36.0,101.0,43.0,66.0,71.0,5.0,191.0,24.0,92.0,9.0,14.0,199.0,3.0,39.0,247.0,84.0,0.0,958.0,247.0,84.0,3.76,0.94,1.46,0.63,3.76,10.54,4.49,6.89,7.41,0.52,19.94,2.51,9.6,0.94,1.46,20.77,0.31,4.07,713.0,507.0,15.0,71.0,1220.0,58.44,41.56,16.88,Castillo
110804,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,214.0,15.0,27.0,4.0,90.0,169.0,79.0,82.0,179.0,6.0,517.0,53.0,192.0,25.0,25.0,444.0,8.0,117.0,691.0,165.0,0.0,2246.0,691.0,165.0,9.53,0.67,1.2,0.18,4.01,7.52,3.52,3.65,7.97,0.27,23.02,2.36,8.55,1.11,1.11,19.77,0.36,5.21,1561.0,1519.0,40.0,188.0,3080.0,50.68,49.32,1.36,Castillo
110805,JUNIN,CHANCHAMAYO,PICHANAQUI,321.0,104.0,130.0,61.0,667.0,1418.0,982.0,409.0,1101.0,84.0,3788.0,413.0,1626.0,175.0,172.0,6360.0,61.0,595.0,5001.0,1355.0,0.0,18467.0,5001.0,1355.0,1.74,0.56,0.7,0.33,3.61,7.68,5.32,2.21,5.96,0.45,20.51,2.24,8.8,0.95,0.93,34.44,0.33,3.22,13585.0,10566.0,250.0,1685.0,24151.0,56.25,43.75,12.5,Castillo
110806,JUNIN,CHANCHAMAYO,PERENE,492.0,102.0,114.0,49.0,546.0,1208.0,641.0,445.0,1453.0,84.0,3494.0,432.0,1186.0,137.0,141.0,4748.0,48.0,545.0,5150.0,1547.0,0.0,15865.0,5150.0,1547.0,3.1,0.64,0.72,0.31,3.44,7.61,4.04,2.8,9.16,0.53,22.02,2.72,7.48,0.86,0.89,29.93,0.3,3.44,12977.0,9824.0,230.0,1423.0,22801.0,56.91,43.09,13.82,Castillo
110901,JUNIN,CHUPACA,CHUPACA,245.0,84.0,263.0,61.0,638.0,1493.0,1150.0,386.0,1366.0,137.0,1576.0,162.0,1075.0,327.0,211.0,4217.0,72.0,532.0,1823.0,675.0,0.0,13995.0,1823.0,675.0,1.75,0.6,1.88,0.44,4.56,10.67,8.22,2.76,9.76,0.98,11.26,1.16,7.68,2.34,1.51,30.13,0.51,3.8,10619.0,5258.0,112.0,816.0,15877.0,66.88,33.12,33.76,Castillo
110902,JUNIN,CHUPACA,AHUAC,85.0,21.0,27.0,10.0,113.0,319.0,194.0,115.0,432.0,20.0,340.0,56.0,168.0,60.0,46.0,1373.0,6.0,173.0,587.0,207.0,0.0,3558.0,587.0,207.0,2.39,0.59,0.76,0.28,3.18,8.97,5.45,3.23,12.14,0.56,9.56,1.57,4.72,1.69,1.29,38.59,0.17,4.86,3067.0,1094.0,34.0,226.0,4161.0,73.71,26.29,47.42,Castillo
110903,JUNIN,CHUPACA,CHONGOS BAJO,57.0,8.0,46.0,4.0,90.0,255.0,99.0,46.0,224.0,10.0,292.0,40.0,83.0,33.0,34.0,1036.0,10.0,71.0,339.0,140.0,0.0,2438.0,339.0,140.0,2.34,0.33,1.89,0.16,3.69,10.46,4.06,1.89,9.19,0.41,11.98,1.64,3.4,1.35,1.39,42.49,0.41,2.91,1951.0,842.0,23.0,150.0,2793.0,69.85,30.15,39.7,Castillo
110904,JUNIN,CHUPACA,HUACHAC,23.0,3.0,15.0,1.0,63.0,114.0,91.0,26.0,170.0,33.0,196.0,23.0,89.0,12.0,26.0,397.0,7.0,41.0,222.0,298.0,0.0,1330.0,222.0,298.0,1.73,0.23,1.13,0.08,4.74,8.57,6.84,1.95,12.78,2.48,14.74,1.73,6.69,0.9,1.95,29.85,0.53,3.08,1179.0,603.0,17.0,88.0,1782.0,66.16,33.84,32.32,Castillo
110905,JUNIN,CHUPACA,HUAMANCACA CHICO,48.0,20.0,57.0,13.0,145.0,291.0,256.0,112.0,230.0,12.0,515.0,35.0,215.0,77.0,48.0,1082.0,5.0,151.0,429.0,189.0,0.0,3312.0,429.0,189.0,1.45,0.6,1.72,0.39,4.38,8.79,7.73,3.38,6.94,0.36,15.55,1.06,6.49,2.32,1.45,32.67,0.15,4.56,2363.0,1368.0,28.0,205.0,3731.0,63.33,36.67,26.66,Castillo
110906,JUNIN,CHUPACA,SAN JUAN DE YSCOS,46.0,6.0,24.0,2.0,39.0,157.0,68.0,45.0,138.0,6.0,121.0,18.0,64.0,17.0,20.0,461.0,4.0,66.0,221.0,71.0,0.0,1302.0,221.0,71.0,3.53,0.46,1.84,0.15,3.0,12.06,5.22,3.46,10.6,0.46,9.29,1.38,4.92,1.31,1.54,35.41,0.31,5.07,1235.0,338.0,6.0,64.0,1573.0,78.51,21.49,57.02,Castillo
110907,JUNIN,CHUPACA,SAN JUAN DE JARPA,37.0,8.0,17.0,7.0,35.0,146.0,40.0,40.0,134.0,6.0,194.0,22.0,74.0,24.0,4.0,436.0,4.0,78.0,425.0,181.0,0.0,1306.0,425.0,181.0,2.83,0.61,1.3,0.54,2.68,11.18,3.06,3.06,10.26,0.46,14.85,1.68,5.67,1.84,0.31,33.38,0.31,5.97,1163.0,593.0,31.0,186.0,1756.0,66.23,33.77,32.46,Castillo
110908,JUNIN,CHUPACA,TRES DE DICIEMBRE,45.0,7.0,14.0,3.0,48.0,151.0,58.0,55.0,85.0,4.0,177.0,14.0,80.0,31.0,9.0,672.0,1.0,33.0,214.0,92.0,0.0,1487.0,214.0,92.0,3.03,0.47,0.94,0.2,3.23,10.15,3.9,3.7,5.72,0.27,11.9,0.94,5.38,2.08,0.61,45.19,0.07,2.22,1220.0,506.0,14.0,75.0,1726.0,70.68,29.32,41.36,Castillo
110909,JUNIN,CHUPACA,YANACANCHA,22.0,9.0,8.0,3.0,20.0,144.0,34.0,21.0,115.0,5.0,201.0,29.0,45.0,16.0,29.0,557.0,1.0,47.0,335.0,67.0,0.0,1306.0,335.0,67.0,1.68,0.69,0.61,0.23,1.53,11.03,2.6,1.61,8.81,0.38,15.39,2.22,3.45,1.23,2.22,42.65,0.08,3.6,1099.0,588.0,16.0,55.0,1687.0,65.15,34.85,30.3,Castillo
120101,LA LIBERTAD,TRUJILLO,TRUJILLO,596.0,402.0,4973.0,799.0,8322.0,10677.0,32325.0,6435.0,11242.0,3540.0,18738.0,441.0,32426.0,399.0,2711.0,8279.0,616.0,32627.0,13684.0,11146.0,0.0,175548.0,13684.0,11146.0,0.34,0.23,2.83,0.46,4.74,6.08,18.41,3.67,6.4,2.02,10.67,0.25,18.47,0.23,1.54,4.72,0.35,18.59,64413.0,143410.0,667.0,13723.0,207823.0,30.99,69.01,-38.02,Fujimori
120102,LA LIBERTAD,TRUJILLO,HUANCHACO,134.0,86.0,360.0,87.0,1167.0,1257.0,2893.0,1312.0,1003.0,253.0,5187.0,84.0,3634.0,70.0,503.0,2722.0,104.0,6845.0,3940.0,2742.0,0.0,27701.0,3940.0,2742.0,0.48,0.31,1.3,0.31,4.21,4.54,10.44,4.74,3.62,0.91,18.72,0.3,13.12,0.25,1.82,9.83,0.38,24.71,12006.0,22285.0,182.0,2680.0,34291.0,35.01,64.99,-29.98,Fujimori
120103,LA LIBERTAD,TRUJILLO,LAREDO,78.0,48.0,198.0,66.0,822.0,728.0,1544.0,1415.0,813.0,119.0,3430.0,53.0,2415.0,37.0,258.0,1388.0,33.0,4685.0,2717.0,1459.0,0.0,18130.0,2717.0,1459.0,0.43,0.26,1.09,0.36,4.53,4.02,8.52,7.8,4.48,0.66,18.92,0.29,13.32,0.2,1.42,7.66,0.18,25.84,7970.0,13717.0,120.0,1630.0,21687.0,36.75,63.25,-26.5,Fujimori
120104,LA LIBERTAD,TRUJILLO,MOCHE,84.0,51.0,302.0,83.0,889.0,950.0,2379.0,1471.0,772.0,235.0,2899.0,74.0,2582.0,42.0,418.0,1581.0,79.0,4457.0,2409.0,1036.0,0.0,19348.0,2409.0,1036.0,0.43,0.26,1.56,0.43,4.59,4.91,12.3,7.6,3.99,1.21,14.98,0.38,13.35,0.22,2.16,8.17,0.41,23.04,8382.0,14234.0,92.0,1490.0,22616.0,37.06,62.94,-25.88,Fujimori
120105,LA LIBERTAD,TRUJILLO,SALAVERRY,42.0,27.0,112.0,30.0,431.0,512.0,870.0,549.0,257.0,72.0,1082.0,24.0,1026.0,38.0,157.0,549.0,17.0,2204.0,1064.0,815.0,0.0,7999.0,1064.0,815.0,0.53,0.34,1.4,0.38,5.39,6.4,10.88,6.86,3.21,0.9,13.53,0.3,12.83,0.48,1.96,6.86,0.21,27.55,3439.0,6337.0,59.0,614.0,9776.0,35.18,64.82,-29.64,Fujimori
120106,LA LIBERTAD,TRUJILLO,SIMBAL,6.0,4.0,19.0,11.0,82.0,90.0,195.0,97.0,67.0,9.0,733.0,8.0,171.0,4.0,43.0,171.0,1.0,502.0,491.0,139.0,0.0,2213.0,491.0,139.0,0.27,0.18,0.86,0.5,3.71,4.07,8.81,4.38,3.03,0.41,33.12,0.36,7.73,0.18,1.94,7.73,0.05,22.68,851.0,1961.0,24.0,161.0,2812.0,30.26,69.74,-39.48,Fujimori
120107,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,152.0,79.0,968.0,161.0,1623.0,1878.0,7265.0,1381.0,1837.0,692.0,3852.0,79.0,7231.0,68.0,653.0,1316.0,149.0,6460.0,2952.0,1681.0,0.0,35844.0,2952.0,1681.0,0.42,0.22,2.7,0.45,4.53,5.24,20.27,3.85,5.12,1.93,10.75,0.22,20.17,0.19,1.82,3.67,0.42,18.02,10917.0,30904.0,129.0,2640.0,41821.0,26.1,73.9,-47.8,Fujimori
120109,LA LIBERTAD,TRUJILLO,POROTO,10.0,5.0,16.0,5.0,78.0,79.0,105.0,65.0,77.0,11.0,708.0,5.0,155.0,5.0,28.0,156.0,1.0,545.0,368.0,148.0,0.0,2054.0,368.0,148.0,0.49,0.24,0.78,0.24,3.8,3.85,5.11,3.16,3.75,0.54,34.47,0.24,7.55,0.24,1.36,7.59,0.05,26.53,770.0,1829.0,12.0,116.0,2599.0,29.63,70.37,-40.74,Fujimori
120110,LA LIBERTAD,TRUJILLO,EL PORVENIR,387.0,216.0,948.0,301.0,4111.0,2871.0,6547.0,3311.0,2859.0,557.0,14969.0,257.0,9157.0,178.0,1542.0,7321.0,292.0,18418.0,10912.0,6237.0,0.0,74242.0,10912.0,6237.0,0.52,0.29,1.28,0.41,5.54,3.87,8.82,4.46,3.85,0.75,20.16,0.35,12.33,0.24,2.08,9.86,0.39,24.81,33047.0,53668.0,434.0,7487.0,86715.0,38.11,61.89,-23.78,Fujimori
120111,LA LIBERTAD,TRUJILLO,LA ESPERANZA,364.0,228.0,1338.0,327.0,3912.0,3898.0,9426.0,4622.0,3572.0,1002.0,13209.0,303.0,10615.0,243.0,1693.0,6018.0,377.0,20670.0,10249.0,7002.0,0.0,81817.0,10249.0,7002.0,0.44,0.28,1.64,0.4,4.78,4.76,11.52,5.65,4.37,1.22,16.14,0.37,12.97,0.3,2.07,7.36,0.46,25.26,34145.0,62276.0,408.0,8275.0,96421.0,35.41,64.59,-29.18,Fujimori
120112,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,162.0,108.0,420.0,126.0,1513.0,1202.0,2906.0,1751.0,1202.0,303.0,5915.0,161.0,4061.0,82.0,665.0,2710.0,213.0,7392.0,3888.0,2977.0,0.0,30892.0,3888.0,2977.0,0.52,0.35,1.36,0.41,4.9,3.89,9.41,5.67,3.89,0.98,19.15,0.52,13.15,0.27,2.15,8.77,0.69,23.93,13178.0,22676.0,205.0,3156.0,35854.0,36.75,63.25,-26.5,Fujimori
120201,LA LIBERTAD,BOLIVAR,BOLIVAR,10.0,5.0,17.0,2.0,27.0,110.0,35.0,11.0,54.0,2.0,154.0,2.0,35.0,7.0,12.0,381.0,2.0,87.0,287.0,113.0,0.0,953.0,287.0,113.0,1.05,0.52,1.78,0.21,2.83,11.54,3.67,1.15,5.67,0.21,16.16,0.21,3.67,0.73,1.26,39.98,0.21,9.13,863.0,772.0,28.0,87.0,1635.0,52.78,47.22,5.56,Castillo
120202,LA LIBERTAD,BOLIVAR,BAMBAMARCA,4.0,14.0,1.0,1.0,5.0,77.0,13.0,13.0,23.0,1.0,102.0,1.0,8.0,9.0,11.0,165.0,2.0,113.0,351.0,283.0,0.0,563.0,351.0,283.0,0.71,2.49,0.18,0.18,0.89,13.68,2.31,2.31,4.09,0.18,18.12,0.18,1.42,1.6,1.95,29.31,0.36,20.07,564.0,461.0,25.0,237.0,1025.0,55.02,44.98,10.04,Castillo
120203,LA LIBERTAD,BOLIVAR,CONDORMARCA,1.0,1.0,8.0,1.0,7.0,64.0,9.0,4.0,10.0,1.0,43.0,2.0,8.0,4.0,1.0,99.0,0.0,118.0,152.0,34.0,0.0,381.0,152.0,34.0,0.26,0.26,2.1,0.26,1.84,16.8,2.36,1.05,2.62,0.26,11.29,0.52,2.1,1.05,0.26,25.98,0.0,30.97,508.0,222.0,18.0,27.0,730.0,69.59,30.41,39.18,Castillo
120204,LA LIBERTAD,BOLIVAR,LONGOTEA,21.0,4.0,10.0,1.0,20.0,78.0,16.0,2.0,20.0,1.0,115.0,1.0,24.0,4.0,6.0,168.0,2.0,62.0,145.0,34.0,0.0,555.0,145.0,34.0,3.78,0.72,1.8,0.18,3.6,14.05,2.88,0.36,3.6,0.18,20.72,0.18,4.32,0.72,1.08,30.27,0.36,11.17,479.0,379.0,8.0,27.0,858.0,55.83,44.17,11.66,Castillo
